,emotion,text,hidden_emo_text,label
2822,joy,When I took my son out for the day and he was so happy and excited,When I took my son out for the day and he was so happy and excited,3
5540,surprise,"I felt surprise when I received a cheque from the bank as I had put in a claim for PPI, this resulted in a refund of several thousand pounds based on the products I had previously taken PPI insurance on.","I felt ... when I received a cheque from the bank as I had put in a claim for PPI, this resulted in a refund of several thousand pounds based on the products I had previously taken PPI insurance on.",5
1310,disgust,When if ound messages on my (now) ex partners phone.,When if ound messages on my (now) ex partners phone.,1
4920,sadness,My nan lost her fight and passed away,My nan lost her fight and passed away,4
1504,disgust,I felt disgust when a colleague i was close too at work told the manager something i told them in confidence,I felt ... when a colleague i was close too at work told the manager something i told them in confidence,1
5939,surprise,My wife gifted me a new car for my birthday,My wife gifted me a new car for my birthday,5
5761,surprise,i felt surprise when i won an award that i was not expecting to win.,i felt ... when i won an award that i was not expecting to win.,5
481,anger,My wife ignored me when I was talking to her.,My wife ignored me when I was talking to her.,0
1702,fear,i thought my dog may not survive his operation,i thought my dog may not survive his operation,2
1774,fear,I have to stand up in front of a large group of important people and give training,I have to stand up in front of a large group of important people and give training,2
4709,sadness,I felt sadness when my great-uncle passed away.,I felt ... when my great-uncle passed away.,4
5038,sadness,I felt sadness when I found out my grandad needed surgery,I felt ... when I found out my grandad needed surgery,4
460,anger,my mother is dismissive of my truths/when I am upset and she doesn't feel like dealing with it,my mother is dismissive of my truths/when I am upset and she doesn't feel like dealing with it,0
1435,disgust,a colleague was disrespectful about my miscarriage,a colleague was disrespectful about my miscarriage,1
4957,sadness,"After having my second child, I remember feeling alone and exhausted in her bedroom while caring for her in the night. And feeling sadness.","After having my second child, I remember feeling alone and exhausted in her bedroom while caring for her in the night. And feeling ....",4
4771,sadness,My friend died of a an heart attack,My friend died of a an heart attack,4
122,anger,made redundant after 10 years doing a job I loved.,made redundant after 10 years doing a job I loved.,0
244,anger,I was advised I would be promoted then they gave it to someone else,I was advised I would be promoted then they gave it to someone else,0
5985,surprise,I got the job!,I got the job!,5
1257,disgust,I was left out of a family chat.,I was left out of a family chat.,1
5684,surprise,got rejected from first college choice,got rejected from first college choice,5
2785,joy,I found out I was pregnant because I thought it would never happen,I found out I was pregnant because I thought it would never happen,3
5001,sadness,My grandmother passed away,My grandmother passed away,4
5725,surprise,I was surprised when I was hired for my job 6 months ago. I'm a recent graduate that had no relevant experience and was concerned how my job prospects were looking. Even without any experience the company still took a chance with me and things have been going great ever since.,I was ... when I was hired for my job 6 months ago. I'm a recent graduate that had no relevant experience and was concerned how my job prospects were looking. Even without any experience the company still took a chance with me and things have been going great ever since.,5
1862,fear,I felt fear when my partner became sick because I had no control over the situation,I felt ... when my partner became sick because I had no control over the situation,2
5959,surprise,I was asking advice from a mentor about how to deal with a person we both knew and were close with (and who was my boss). The mentor suggested that I do some soul searching and essentially questioned whether I should even keep that job,I was asking advice from a mentor about how to deal with a person we both knew and were close with (and who was my boss). The mentor suggested that I do some soul searching and essentially questioned whether I should even keep that job,5
1560,disgust,"I felt DISGUST when I was in my freshman dorm and someone had vomited in the public bathroom's sink. This bathroom had quite literally experienced a different bodily fluid every week since week one of my living there (Blood, spit, semen, urine, etc.), and now there was solidified vomit in the sink that had most likely been sitting there for hours.","I felt ... when I was in my freshman dorm and someone had vomited in the public bathroom's sink. This bathroom had quite literally experienced a different bodily fluid every week since week one of my living there (Blood, spit, semen, urine, etc.), and now there was solidified vomit in the sink that had most likely been sitting there for hours.",1
2908,joy,I moved in with my partner because I felt I had made a big step forward in life and was going in the direction I had been aiming for.,I moved in with my partner because I felt I had made a big step forward in life and was going in the direction I had been aiming for.,3
1886,fear,"I was walking my best friend's dog down the road and the dog saw another, smaller dog, and ran up to him, beginning to take the dog into her mouth and shaking it. It was the scariest moment of my life at the time. I couldn't do anything to stop it.","I was walking my best friend's dog down the road and the dog saw another, smaller dog, and ran up to him, beginning to take the dog into her mouth and shaking it. It was the ... moment of my life at the time. I couldn't do anything to stop it.",2
316,anger,someone shouted at me,someone shouted at me,0
5823,surprise,I bumped into a good friend that I hadn't seen in a long time. This happened in a place I really wouldn't have expected to have seen her.,I bumped into a good friend that I hadn't seen in a long time. This happened in a place I really wouldn't have expected to have seen her.,5
3019,joy,"I caught on TV the fact that there's a planet that's SO COLD its atmosphere is frozen, and I just think that's the coolest thing I've ever heard, it's so incredibly amazing I couldn't believe the whole programme wasn't about this planet (which NASA call 'Hoth' but is actually called OGLE-2005-BLG-390Lb). It just absolutely delighted me. (The emotion has lasted only days because I only saw this on the weekend.)","I caught on TV the fact that there's a planet that's SO COLD its atmosphere is frozen, and I just think that's the coolest thing I've ever heard, it's so incredibly amazing I couldn't believe the whole programme wasn't about this planet (which NASA call 'Hoth' but is actually called OGLE-2005-BLG-390Lb). It just absolutely ... me. (The emotion has lasted only days because I only saw this on the weekend.)",3
2119,fear,when I was about to open my results.,when I was about to open my results.,2
1305,disgust,When Boris Johnson was re-elected as pm,When Boris Johnson was re-elected as pm,1
1546,disgust,my friend got cheated on,my friend got cheated on,1
1192,disgust,I was at work and was confronted with a very aggressive and rude client who would not calm down. Eventually the situation had to be de-esculated by senior management as she was becoming very threatening.,I was at work and was confronted with a very aggressive and rude client who would not calm down. Eventually the situation had to be de-esculated by senior management as she was becoming very threatening.,1
2645,joy,because my favourite TV show came out with a new season that I have been waiting a long time for.,because my favourite TV show came out with a new season that I have been waiting a long time for.,3
97,anger,misgendered,misgendered,0
5063,sadness,I remembered that I would have to go back to work after my leave of absence ended,I remembered that I would have to go back to work after my leave of absence ended,4
2623,joy,I felt joy when I was in Mambos Ibiza,I felt ... when I was in Mambos Ibiza,3
4997,sadness,my grandma passed away,my grandma passed away,4
4956,sadness,I had to become my mums,I had to become my mums,4
1691,fear,I was biking and a car came out and I had to slam my breaks almost flipping over the handlebars straight into the cars path,I was biking and a car came out and I had to slam my breaks almost flipping over the handlebars straight into the cars path,2
1367,disgust,"I saw racism with my own eyes when on a night out. I saw a women being racially abusive to a bouncer, which filled me with disgust because I had never witnessed an experience first-hand like this before.","I saw racism with my own eyes when on a night out. I saw a women being racially abusive to a bouncer, which filled me with ... because I had never witnessed an experience first-hand like this before.",1
406,anger,"I spent all day playing a ""play to earn game"" but didn't complete the daily task, so I earned nothing. It felt like a complete waste of my day.","I spent all day playing a ""play to earn game"" but didn't complete the daily task, so I earned nothing. It felt like a complete waste of my day.",0
2722,joy,I felt JOY when i helped a homeless last month,I felt ... when i helped a homeless last month,3
1924,fear,my husbands hours where reduced and i was made redundant.,my husbands hours where reduced and i was made redundant.,2
1472,disgust,I felt disgust when I went to bite into my burger only to find out it was not cooked properly and pink in the middle.,I felt ... when I went to bite into my burger only to find out it was not cooked properly and pink in the middle.,1
5712,surprise,"I felt surprise when, during a routine performance review with my boss in which I didn't expect to receive any change to my compensation, he told me I was getting a 19% raise because they discovered they'd been underpaying me for 2 years.","I felt ... when, during a routine performance review with my boss in which I didn't expect to receive any change to my compensation, he told me I was getting a 19% raise because they discovered they'd been underpaying me for 2 years.",5
5153,sadness,I was leaving my parents house to drive home knowing it will be a while before I see them again,I was leaving my parents house to drive home knowing it will be a while before I see them again,4
4728,sadness,I felt sadness when my boyfriend didn't text me back in a timely manner. He has moved to another city for college. We used to hang a lot before he left so when we couldn't see each other like how I wanted to it made me feel very sad. I want him to myself which I know is selfish now but then it made me sad and brokenhearted. I cried for a few days. I do have relationship anxiety so I think that was a big part of it. I'm okay now I haven't cried about it. We talked it through and I feel better about the situation.,I felt ... when my boyfriend didn't text me back in a timely manner. He has moved to another city for college. We used to hang a lot before he left so when we couldn't see each other like how I wanted to it made me feel very .... I want him to myself which I know is selfish now but then it made me ... and brokenhearted. I cried for a few days. I do have relationship anxiety so I think that was a big part of it. I'm okay now I haven't cried about it. We talked it through and I feel better about the situation.,4
314,anger,"my parents were scammed out $200.  Last year, my Dad noticed a charge on his Debit for over $200CAD for DoorDash, a service that was not even available in our area at the time.  I felt angry that my parents were subject to fraud such as this, and how they were treated by the bank while trying to figure out what had happened.","my parents were scammed out $200.  Last year, my Dad noticed a charge on his Debit for over $200CAD for DoorDash, a service that was not even available in our area at the time.  I felt ... that my parents were subject to fraud such as this, and how they were treated by the bank while trying to figure out what had happened.",0
5566,surprise,"I felt surprise the day my parents gave me my first car, it was a beater but I didn't expect them to do it and it was a pleasant surprise","I felt ... the day my parents gave me my first car, it was a beater but I didn't expect them to do it and it was a pleasant ...",5
142,anger,one of my friends hit another one of my friends while drunk.,one of my friends hit another one of my friends while drunk.,0
2552,joy,my fiancé proposed,my fiancé proposed,3
272,anger,My car failed its MOT,My car failed its MOT,0
2884,joy,going to the lake with my dog and having a very nice walk,going to the lake with my dog and having a very nice walk,3
1865,fear,the ladder I was on kicked out from under me.,the ladder I was on kicked out from under me.,2
4768,sadness,IVF failed,IVF failed,4
2624,joy,My child was born,My child was born,3
240,anger,I felt anger when my cows escaped and it took 3 hours to get them back to their field on foot when I was unwell.,I felt ... when my cows escaped and it took 3 hours to get them back to their field on foot when I was unwell.,0
1317,disgust,my brother committed fraud.,my brother committed fraud.,1
5805,surprise,the first time I went clubbing with friends in my home city,the first time I went clubbing with friends in my home city,5
5150,sadness,I had to move my whole life to look after a family member. I moved away from all my friends and my job.,I had to move my whole life to look after a family member. I moved away from all my friends and my job.,4
5564,surprise,I was stepping out the bathroom after a shower and saw my brother standing there with a scary face. I was home alone before I had gotten into the bathroom so I wasn't expecting anyone there.,I was stepping out the bathroom after a shower and saw my brother standing there with a scary face. I was home alone before I had gotten into the bathroom so I wasn't expecting anyone there.,5
3001,joy,I finish a race and get a good finish time.,I finish a race and get a good finish time.,3
5041,sadness,i was verbally abused at supermarket,i was verbally abused at supermarket,4
1415,disgust,I felt disgust when I saw a decapitated head (picture),I felt ... when I saw a decapitated head (picture),1
1427,disgust,I put weight on,I put weight on,1
362,anger,I felt angry when my son got stuck in the middle of a zip line and then the man in charge then put my husband down it hurting my son.,I felt ... when my son got stuck in the middle of a zip line and then the man in charge then put my husband down it hurting my son.,0
271,anger,I was not allowed to work flexibly at my place of work.,I was not allowed to work flexibly at my place of work.,0
5174,sadness,my husband left me,my husband left me,4
1252,disgust,"I felt disgust because a close pen pal of mine wasn't responding to my letters anymore, which made me sad. but replied my letter after a month, and i said to her how much i missed her. only for her to say she doesn't feel the same.","I felt ... because a close pen pal of mine wasn't responding to my letters anymore, which made me sad. but replied my letter after a month, and i said to her how much i missed her. only for her to say she doesn't feel the same.",1
139,anger,I felt anger when somebody let down somebody I love on a special day.,I felt ... when somebody let down somebody I love on a special day.,0
440,anger,dealing with my landlord on housing issues,dealing with my landlord on housing issues,0
4703,sadness,My boyfriend left for Australia,My boyfriend left for Australia,4
2049,fear,"a garbage truck came around a turn in the wrong lane, nearly hitting me.","a garbage truck came around a turn in the wrong lane, nearly hitting me.",2
5627,surprise,I applied for a prestigious position at my university when I was a student. The competition was intense and I was very much a dark horse with nothing more than an outside shot. I felt surprise when the hiring committee showed up at my front door with party streamers and a bottle of champagne to tell me that I'd been selected for the job.,I applied for a prestigious position at my university when I was a student. The competition was intense and I was very much a dark horse with nothing more than an outside shot. I felt ... when the hiring committee showed up at my front door with party streamers and a bottle of champagne to tell me that I'd been selected for the job.,5
428,anger,My account at work was moved to an office in a different country,My account at work was moved to an office in a different country,0
2799,joy,my first child was born,my first child was born,3
4986,sadness,My mum left to go back to Spain where she lives,My mum left to go back to Spain where she lives,4
408,anger,My boss told me off for something that was not my fault,My boss told me off for something that was not my fault,0
4730,sadness,When my 14 year old dog (we got her when she was 6 weeks old) had to be put to sleep on new year's eve when I was 21. She had been suffering mentally and physically for a while so my dad took her to the vet that day to see what could be done. Deep down I knew that she shouldn't continue to suffer but I told myself that she would come home again that day so when my dad came home without her I was heartbroken.,When my 14 year old dog (we got her when she was 6 weeks old) had to be put to sleep on new year's eve when I was 21. She had been suffering mentally and physically for a while so my dad took her to the vet that day to see what could be done. Deep down I knew that she shouldn't continue to suffer but I told myself that she would come home again that day so when my dad came home without her I was ....,4
1207,disgust,a friend threw up in my car,a friend threw up in my car,1
5737,surprise,I achieved a first in my university dissertation.,I achieved a first in my university dissertation.,5
1275,disgust,I saw someone urinate on the street,I saw someone urinate on the street,1
158,anger,"I was running late in the morning after having a long night where I couldn't sleep. Went downstairs in a rush, wanted to make myself coffee but the machine just kept blinking and not warming up -- got angry at the machine because it wasn't working right when i felt i needed the most","I was running late in the morning after having a long night where I couldn't sleep. Went downstairs in a rush, wanted to make myself coffee but the machine just kept blinking and not warming up -- got ... at the machine because it wasn't working right when i felt i needed the most",0
2946,joy,we bought our house,we bought our house,3
245,anger,I felt anger when I was ignored and left out of my supposed friend group just because I was unable to drive at the time.,I felt ... when I was ignored and left out of my supposed friend group just because I was unable to drive at the time.,0
2987,joy,I was successful in my work,I was successful in my work,3
68,anger,i was punched,i was punched,0
1411,disgust,I ate one half of a sandwhich from a canteen and found mould on the other half,I ate one half of a sandwhich from a canteen and found mould on the other half,1
1156,disgust,I saw a person pick their nose and eat their snot!,I saw a person pick their nose and eat their snot!,1
254,anger,My mum started grumbling about me watching 'Squid game' on Netflix.,My mum started grumbling about me watching 'Squid game' on Netflix.,0
1176,disgust,my former employer used to sexually harass all of us younger female workers,my former employer used to sexually harass all of us younger female workers,1
4981,sadness,"I found out both my grandparents were very ill and I realised that they probably never see me get married, which makes me really upset.","I found out both my grandparents were very ill and I realised that they probably never see me get married, which makes me really upset.",4
1160,disgust,i discovered a family member taking advantage of my mum,i discovered a family member taking advantage of my mum,1
2059,fear,i was trying to get petrol and was down to 9 miles before i ran out the cloest petrol station was closed and i drove on to the next one and waited ina 20 minuet que the whole time shaking as i was fearful that i would run out of petrol and stop.,i was trying to get petrol and was down to 9 miles before i ran out the cloest petrol station was closed and i drove on to the next one and waited ina 20 minuet que the whole time shaking as i was ... that i would run out of petrol and stop.,2
1212,disgust,I stumbled upon the rotting remains of a sheep in the countryside.,I stumbled upon the rotting remains of a sheep in the countryside.,1
5511,surprise,I finished 13th out of 170 in my first half marathon. I didn't expect to do as well as I did.,I finished 13th out of 170 in my first half marathon. I didn't expect to do as well as I did.,5
1340,disgust,when my partner invalidates my feelings.,when my partner invalidates my feelings.,1
1282,disgust,when wrongful actions are performed,when wrongful actions are performed,1
2492,joy,i felt joy when i got engaged.,i felt ... when i got engaged.,3
5739,surprise,"I felt surprise when a job I was already hired for, fired me before I even started working.","I felt ... when a job I was already hired for, fired me before I even started working.",5
5752,surprise,"I felt surprise when my friends threw me an early birthday party because I was not expecting it at all, especially a month before my birthday.","I felt ... when my friends threw me an early birthday party because I was not expecting it at all, especially a month before my birthday.",5
2853,joy,When my grandmother treated a bad scrape I had when I fell off my bike. It was a very tender moment.,When my grandmother treated a bad scrape I had when I fell off my bike. It was a very tender moment.,3
2127,fear,Being verbally abused while a member of the public whilst working as a journalist,Being verbally abused while a member of the public whilst working as a journalist,2
4733,sadness,my grandma passed away.,my grandma passed away.,4
5043,sadness,"When I was a child, around Christmas time, there were many presents under the tree, with everyones name on. I found one of mine (wrapped, of course), but it was flat. Like 2 pieces of paper. I actually thought my parents had got me two sheets of paper for Christmas and I felt extremely sad about this. So after a lot of sobbing I got to open my present early. It was a cool glow in the dark skeleton, that was about 6 foot tall . It eventually hung on my bedroom wall for years after that, until it was too old to hang any more :-)","When I was a child, around Christmas time, there were many presents under the tree, with everyones name on. I found one of mine (wrapped, of course), but it was flat. Like 2 pieces of paper. I actually thought my parents had got me two sheets of paper for Christmas and I felt extremely ... about this. So after a lot of sobbing I got to open my present early. It was a cool glow in the dark skeleton, that was about 6 foot tall . It eventually hung on my bedroom wall for years after that, until it was too old to hang any more :-)",4
211,anger,I felt anger when a cyclist came hurtling out of a junction without looking and I nearly hit them as it was my right of way.,I felt ... when a cyclist came hurtling out of a junction without looking and I nearly hit them as it was my right of way.,0
5742,surprise,Someone surprised me with a gift,Someone ... me with a gift,5
340,anger,Argument with my sister,Argument with my sister,0
1780,fear,"I felt fear when I was trapped in a cave while I was going hiking in the mountains. I had gone out against my wife's instructions because I wanted to have fun. But a snow storm came against me. I had to hide in a dark, scary cave for almost 10 hours before it stopped.","I felt ... when I was trapped in a cave while I was going hiking in the mountains. I had gone out against my wife's instructions because I wanted to have fun. But a snow storm came against me. I had to hide in a dark, ... cave for almost 10 hours before it stopped.",2
3002,joy,I had time to sit and enjoy making crafts,I had time to sit and enjoy making crafts,3
5596,surprise,My sister surprised me showing up from england to my 18th,My sister ... me showing up from england to my 18th,5
19,anger,I felt ANGER when people I cared and trusted talked badly about me behind my back. I had told them how much this bothered me before and yet they still did it.,I felt ... when people I cared and trusted talked badly about me behind my back. I had told them how much this bothered me before and yet they still did it.,0
5023,sadness,when one of my really close friends moved to another country.,when one of my really close friends moved to another country.,4
2022,fear,I was beaten badly by my father when I was a teenager.,I was beaten badly by my father when I was a teenager.,2
1422,disgust,I found out my partner had been texting other woman,I found out my partner had been texting other woman,1
4877,sadness,"I'm a nurse and I see patients making really poor health/ lifestyle choices that will likely result in premature death and even though I work hard to try and help them, they don't want to make the changes.","I'm a nurse and I see patients making really poor health/ lifestyle choices that will likely result in premature death and even though I work hard to try and help them, they don't want to make the changes.",4
1179,disgust,Letting potatoes sit on the top shelf of a cabinet and forgetting about them. They were the most wiggliest bag of potatoes I ever touched,Letting potatoes sit on the top shelf of a cabinet and forgetting about them. They were the most wiggliest bag of potatoes I ever touched,1
5751,surprise,i got a surprise when i open the door and my mum was standing there as i not seen her for 14 years as she walked out of my life to be with another man and i was surprise she would ever get in touch with me again,i got a ... when i open the door and my mum was standing there as i not seen her for 14 years as she walked out of my life to be with another man and i was ... she would ever get in touch with me again,5
1487,disgust,Someone flicked a wet bogey on to my cheek. It was disgusting,Someone flicked a wet bogey on to my cheek. It was ...,1
286,anger,When my workplace asked us to start working in the office again,When my workplace asked us to start working in the office again,0
4984,sadness,I lost my wallet,I lost my wallet,4
1116,disgust,I saw a clip from a documentary of baby seals being killed,I saw a clip from a documentary of baby seals being killed,1
5969,surprise,My parents visited me all the way from our home country,My parents visited me all the way from our home country,5
329,anger,a bin bag exploded in the kitchen,a bin bag exploded in the kitchen,0
1333,disgust,"A friend told me their friend as a kid used to take lizards and break their arms and legs and then stick the alive broken lizards in ant piles to be eaten alive. Also taking them and putting them on paper boats and letting them go on a lake but before that, lighting the paper boat on fire. Or putting them in a metal can with rocks and filling it with water and dropping the cans in a lake.","A friend told me their friend as a kid used to take lizards and break their arms and legs and then stick the alive broken lizards in ant piles to be eaten alive. Also taking them and putting them on paper boats and letting them go on a lake but before that, lighting the paper boat on fire. Or putting them in a metal can with rocks and filling it with water and dropping the cans in a lake.",1
5909,surprise,"Crazy golf is not my thing, but since Im not posh enough for GlenEagles , it's all i can do. Im rubbish at it. Anyway.. everyone else had had their go and scored 2-3 points.. on my turn, the ball literally stopped on the edge of the hole. Just as I was about to pick up the ball, a gust of wind blew it in. hole in one. Everyone surprised. totes amazeballs. I still lost the game tho, see ? told you I was rubbish .. :-)","Crazy golf is not my thing, but since Im not posh enough for GlenEagles , it's all i can do. Im rubbish at it. Anyway.. everyone else had had their go and scored 2-3 points.. on my turn, the ball literally stopped on the edge of the hole. Just as I was about to pick up the ball, a gust of wind blew it in. hole in one. Everyone surprised. totes amazeballs. I still lost the game tho, see ? told you I was rubbish .. :-)",5
1469,disgust,I felt disgust when someone didn't pay me money they owed when they knew i was struggling.,I felt ... when someone didn't pay me money they owed when they knew i was struggling.,1
5836,surprise,My mum and sibling visited me at college on my birthday,My mum and sibling visited me at college on my birthday,5
364,anger,My grandparents were cruel to my mother,My grandparents were cruel to my mother,0
5621,surprise,my co-workers planned a birthday party without my consent,my co-workers planned a birthday party without my consent,5
2802,joy,after several holidays myself to New York I finally got to take my sister and niece who had wanted to go for many years.,after several holidays myself to New York I finally got to take my sister and niece who had wanted to go for many years.,3
317,anger,when my girlfriend said i was ugly,when my girlfriend said i was ugly,0
2633,joy,I felt joy when I experienced independence commuting to campus and experiencing college life.,I felt ... when I experienced independence commuting to campus and experiencing college life.,3
1907,fear,I was in car crash,I was in car crash,2
1578,disgust,an area was purposefully left dirty,an area was purposefully left dirty,1
5224,sadness,I left my parents house,I left my parents house,4
5819,surprise,when i found out that i was pregnant because it was unexpected,when i found out that i was pregnant because it was unexpected,5
2786,joy,When my children were born,When my children were born,3
5049,sadness,I felt sadness when i did not hear back from a friend after texting them multiple times. I was checking on them to see if they were okay after a traumatic event. I did not know if they were avoiding me because they were not ready to talk yet or if they just did not like me anymore.,I felt ... when i did not hear back from a friend after texting them multiple times. I was checking on them to see if they were okay after a traumatic event. I did not know if they were avoiding me because they were not ready to talk yet or if they just did not like me anymore.,4
5833,surprise,my husband had booked theatre tickets and a weekend away. picked me up from work with a suitcase packed,my husband had booked theatre tickets and a weekend away. picked me up from work with a suitcase packed,5
63,anger,because I fail to reach anywhere in time.,because I fail to reach anywhere in time.,0
5117,sadness,when my parents were on the verge of divorcing,when my parents were on the verge of divorcing,4
237,anger,When I broke my laptop screen,When I broke my laptop screen,0
1808,fear,"I felt fear when i almost drowned as a child in a river, even now i hate going underwater","I felt ... when i almost drowned as a child in a river, even now i hate going underwater",2
6012,surprise,"I felt surprised when I opened up prolific to see that there were so many studies to do because usually when I log on to look for studies, I can't find very many to participate in and today I saw around 20 and I also felt excited to see all these studies and make a little bit of money participating in them","I felt ... when I opened up prolific to see that there were so many studies to do because usually when I log on to look for studies, I can't find very many to participate in and today I saw around 20 and I also felt excited to see all these studies and make a little bit of money participating in them",5
1453,disgust,"I felt disgust when I realized there was a hole in the lid our our houses trash can and saw that it had been infested with maggots, flies and bees.","I felt ... when I realized there was a hole in the lid our our houses trash can and saw that it had been infested with maggots, flies and bees.",1
4866,sadness,I found out my aunt has terminal cancer.,I found out my aunt has terminal cancer.,4
368,anger,I felt anger when one of my colleagues was rude to me for no reason last week.,I felt ... when one of my colleagues was rude to me for no reason last week.,0
1558,disgust,When I experienced an interaction between 2 people.,When I experienced an interaction between 2 people.,1
1703,fear,when I was almost run over by a drunk driver,when I was almost run over by a drunk driver,2
5868,surprise,I feel surprise when I got offered a job for next year after completing my degree,I feel ... when I got offered a job for next year after completing my degree,5
5584,surprise,my parents got me a car,my parents got me a car,5
4727,sadness,I felt sadness when my family left after helping me move to a new city.,I felt ... when my family left after helping me move to a new city.,4
1166,disgust,a co-worker showed me a picture of someone popping a pimple.,a co-worker showed me a picture of someone popping a pimple.,1
1815,fear,I had my first car crash,I had my first car crash,2
5782,surprise,I felt surprise when I  met   my husband  for the first time,I felt ... when I  met   my husband  for the first time,5
5638,surprise,I felt surprise when my boyfriend cheated on me,I felt ... when my boyfriend cheated on me,5
4936,sadness,"I felt sadness when my first dog passed away from old age as he lived a long, fulfilling life and was one of my closest friends growing up.","I felt ... when my first dog passed away from old age as he lived a long, fulfilling life and was one of my closest friends growing up.",4
1736,fear,...when the DWP cut off all of our benefits in one go at the start of the cover pandemic.,...when the DWP cut off all of our benefits in one go at the start of the cover pandemic.,2
2766,joy,I got my first job,I got my first job,3
4682,sadness,when my daughter was diagnosed with cancer,when my daughter was diagnosed with cancer,4
1749,fear,I went abseiling,I went abseiling,2
1233,disgust,I felt disgust when a friend made a dish I didn't like,I felt ... when a friend made a dish I didn't like,1
5176,sadness,I felt sadness when my holiday was cancelled for a second time due to the pandemic,I felt ... when my holiday was cancelled for a second time due to the pandemic,4
2767,joy,I felt joy when my husband got a big promotion,I felt ... when my husband got a big promotion,3
224,anger,When my father left and moved several hundred miles away from me and my family.,When my father left and moved several hundred miles away from me and my family.,0
1813,fear,when I discovered my boyfriend had been drinking alcohol alone in his room,when I discovered my boyfriend had been drinking alcohol alone in his room,2
2912,joy,I felt joy when I won an auction for an item I had been wanting for a while.,I felt ... when I won an auction for an item I had been wanting for a while.,3
5631,surprise,when my friend bought me a present because it was my birthday.,when my friend bought me a present because it was my birthday.,5
2145,fear,I was young and a dog chased me down an alleyway,I was young and a dog chased me down an alleyway,2
5006,sadness,My dad was hospitalised for liver failure because of his drinking problem.,My dad was hospitalised for liver failure because of his drinking problem.,4
1337,disgust,I felt Disgust when my husband decided to take credit for my art work at his office.,I felt ... when my husband decided to take credit for my art work at his office.,1
5607,surprise,my dog pooped in an icecream shop,my dog pooped in an icecream shop,5
2596,joy,Finding out I was pregnant after trying for 2 years,Finding out I was pregnant after trying for 2 years,3
1402,disgust,I saw somebody spit inside of a shopping centre,I saw somebody spit inside of a shopping centre,1
2630,joy,seeing my friends happy,seeing my friends happy,3
5137,sadness,My mum stopped speaking to me,My mum stopped speaking to me,4
1383,disgust,I had to wade through a massive sewage leak to get my child to school on time,I had to wade through a massive sewage leak to get my child to school on time,1
1376,disgust,I felt DISGUST when I observed that my best friend was planning to snatch away my girl friend from,I felt ... when I observed that my best friend was planning to snatch away my girl friend from,1
1911,fear,another driver had road rage.,another driver had road rage.,2
2663,joy,I felt Joy when my boyfriend told me he loved me for the first time,I felt ... when my boyfriend told me he loved me for the first time,3
1756,fear,I had to go to hospital and have a blood test as i have a huge fear of needles,I had to go to hospital and have a blood test as i have a huge ... of needles,2
5002,sadness,my parents were upset before my wedding,my parents were upset before my wedding,4
2627,joy,I visited Japan for 3 weeks. It was such an extreme culture shock and the different variety of experiences was overwhelming. My favourite time was when we went snowboarding in Hakuba. The rush was intense. Truly a great time.,I visited Japan for 3 weeks. It was such an extreme culture shock and the different variety of experiences was overwhelming. My favourite time was when we went snowboarding in Hakuba. The rush was intense. Truly a great time.,3
6025,surprise,I was offered a promotion at work without any conversations or interviews previously,I was offered a promotion at work without any conversations or interviews previously,5
2735,joy,I received a job offer from a company that i believed was a great fit for me and met the same standards in the workplace that I have.,I received a job offer from a company that i believed was a great fit for me and met the same standards in the workplace that I have.,3
2093,fear,I HAD TO DEAL WITH A MAN ON DRUGS WHO WAS VIOLENT AT WORK,I HAD TO DEAL WITH A MAN ON DRUGS WHO WAS VIOLENT AT WORK,2
4829,sadness,When my grandma passed away because we were very close,When my grandma passed away because we were very close,4
5960,surprise,I felt surprised when I got my birthday presents because I wasnt expecting them,I felt ... when I got my birthday presents because I wasnt expecting them,5
2668,joy,"My mom and stepdad finally said they were getting a divorce and so my mom, sister and I have to move out. Ive lived in a 9 1/2 feet by 10 foot room for 6 years. One of the walls is outlined from the left wall to the right wall and along the ceiling with thick built in bookshelves and in the middle of where a wall should be, is just a huge window that goes to the floor, and my rooms view is to another wall. People from the kitchen can look into my room from the window and I can see into my sisters room from that window, its weird, I dont have a window I can open in my room cuz its literally in the middle of the house so its technically a safety hazard. I cant wait to have a bigger room.","My mom and stepdad finally said they were getting a divorce and so my mom, sister and I have to move out. Ive lived in a 9 1/2 feet by 10 foot room for 6 years. One of the walls is outlined from the left wall to the right wall and along the ceiling with thick built in bookshelves and in the middle of where a wall should be, is just a huge window that goes to the floor, and my rooms view is to another wall. People from the kitchen can look into my room from the window and I can see into my sisters room from that window, its weird, I dont have a window I can open in my room cuz its literally in the middle of the house so its technically a safety hazard. I cant wait to have a bigger room.",3
5915,surprise,Patient accepted elaborated treatment plan easily,Patient accepted elaborated treatment plan easily,5
4715,sadness,"I felt sad when I learned that I did not do well on my law school aptitude test (LSAT). I wanted to attend the same law school where I was completing my master's degree, which required a high LSAT score (around 165 or above). I developed health problems the year that negatively affected my reading comprehension, resulting in a low score. When I learned that a health condition I could not control harmed my LSAT score, I was extremely sad (not depressed, more very bummed out).","I felt ... when I learned that I did not do well on my law school aptitude test (LSAT). I wanted to attend the same law school where I was completing my master's degree, which required a high LSAT score (around 165 or above). I developed health problems the year that negatively affected my reading comprehension, resulting in a low score. When I learned that a health condition I could not control harmed my LSAT score, I was extremely ... (not depressed, more very bummed out).",4
5165,sadness,I ended a long term relationship,I ended a long term relationship,4
